date,PPFD_IN_1_1_1,TS_1_1_1,TS_1_2_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,SWC_1_1_1,SR1,Rh,SR2,SR3,Ra1,Ra2,Ra3,gc,SR,Ra
4/24/2024 4:00,0,18.925,18.69,18.955,18.89,19.74,43.3,1.60891,3.00434,2.25,NA,-1.39543,-0.75434,NA,NA,1.929455,-1.074885
4/24/2024 5:00,0,18.88,18.675,18.91,18.85,19.75,43.3,2.31081,2.74817,4.53555,7.45,-0.43736,1.78738,4.70183,NA,3.42318,0.67501
4/24/2024 6:00,0,18.825,18.665,18.875,18.815,19.76,43.3,1.63126,1.59978,5.80753,NA,0.03148,4.20775,NA,NA,3.719395,2.119615
4/24/2024 7:00,96.385,18.79,18.645,18.86,18.795,19.76,43.3,1.98802,1.68026,2.38,NA,0.30776,0.69974,NA,0.000346165,2.18401,0.50375
4/24/2024 8:00,193.15,18.79,18.635,18.885,18.785,19.76,43.3,1.62945,2.68,2.3,NA,-1.05055,-0.38,NA,0.00160155,1.964725,-0.715275
4/24/2024 9:00,423,18.83,18.62,18.99,18.815,19.765,43.3,1.53,2.07,2.34,NA,-0.54,0.27,NA,0.006913406,1.935,-0.135
4/24/2024 10:00,535.05,18.98,18.625,19.24,18.92,19.77,43.3,1.68,2.04,3.53,NA,-0.36,1.49,NA,0.006564927,2.605,0.565
4/24/2024 11:00,822.4,19.235,18.65,19.575,19.105,19.785,43.25,1.7,2.14,2.44,NA,-0.44,0.3,NA,0.013691279,2.07,-0.07
4/24/2024 12:00,1448,19.595,18.705,20.035,19.37,19.81,43.2,1.8,1.98,2.53,NA,-0.18,0.55,NA,0.014242192,2.165,0.185
4/24/2024 13:00,1605,20.03,18.795,20.515,19.695,19.855,43.15,2.27,1.89,2.69,NA,0.38,0.8,NA,0.013685139,2.48,0.59
4/24/2024 14:00,1458.5,20.51,18.93,21.135,20.095,19.93,43.1,2.65,2.57,3.03,NA,0.08,0.46,NA,0.008405825,2.84,0.27
4/24/2024 15:00,1126,20.94,19.11,21.55,20.505,20.03,43,2.78,2.8,3.66,4.45,-0.02,0.86,1.65,0.006601556,3.22,0.42
4/24/2024 16:00,883.5,21.205,19.31,21.675,20.77,20.165,43,2.4,3.21,3.17,6.31,-0.81,-0.04,3.1,0.004755855,2.785,-0.425
4/24/2024 17:00,636.65,21.345,19.495,21.72,20.92,20.305,43,2.38,3.42,4.45153,NA,-1.04,1.03153,NA,0.009013054,3.415765,-0.004235
4/24/2024 18:00,236.7,21.42,19.66,21.74,21.03,20.445,43,2.55,3.11,6.5733,NA,-0.56,3.4633,NA,0.002540119,4.56165,1.45165
4/24/2024 19:00,3.746,21.405,19.8,21.63,21.06,20.575,43,2.24329,3.51602,4.13,NA,-1.27273,0.61398,NA,0.001115796,3.186645,-0.329375
4/24/2024 20:00,0,21.305,19.905,21.435,21.02,20.69,43,2.60341,2.97,3.25,NA,-0.36659,0.28,NA,0.000675441,2.926705,-0.043295
4/24/2024 21:00,0,21.14,19.985,21.21,20.92,20.79,43.05,2.00092,2.13752,5.6633,NA,-0.1366,3.52578,NA,0.002401438,3.83211,1.69459
4/24/2024 22:00,0,20.94,20.015,20.97,20.785,20.865,43.1,2.65,2.00545,2.76,4.03,0.64455,0.75455,2.02455,0.00026976,2.705,0.69955
4/24/2024 23:00,0,20.73,20.015,20.735,20.63,20.91,43.1,1.92,2.21788,2.63811,NA,-0.29788,0.42023,NA,NA,2.279055,0.061175
4/25/2024,0,20.515,20,20.515,20.475,20.945,43.1,1.84859,1.93751,3.96,2.5,-0.08892,2.02249,0.56249,0.000117046,2.904295,0.966785
4/25/2024 1:00,0,20.32,19.96,20.315,20.32,20.95,43.1,1.88102,1.87,2.69,3.14,0.01102,0.82,1.27,0.001864927,2.28551,0.41551
4/25/2024 2:00,0,20.125,19.905,20.12,20.17,20.95,43.1,1.85,1.91059,3.22,3.21,-0.06059,1.30941,1.29941,NA,2.535,0.62441
4/25/2024 3:00,0,19.935,19.835,19.915,20.01,20.935,43.1,1.797,1.77202,2.56,2.7,0.02498,0.78798,0.92798,NA,2.1785,0.40648
4/25/2024 4:00,0,19.74,19.76,19.715,19.85,20.905,43.2,1.95,2.49123,2.56,2.37,-0.54123,0.06877,-0.12123,NA,2.255,-0.23623
4/25/2024 5:00,0,19.55,19.69,19.53,19.695,20.87,43.2,1.67646,1.74,2.49,2.57,-0.06354,0.75,0.83,0.000834919,2.08323,0.34323
4/25/2024 6:00,7.505,19.375,19.605,19.365,19.545,20.825,43.2,1.63699,1.73222,2.46874,2.71,-0.09523,0.73652,0.97778,0.000613487,2.052865,0.320645
4/25/2024 7:00,127.55,19.245,19.515,19.27,19.425,20.775,43.2,1.71572,1.80772,2.93,NA,-0.092,1.12228,NA,NA,2.32286,0.51514
4/25/2024 8:00,183.1,19.18,19.43,19.275,19.35,20.725,43.2,1.75581,2.4,2.55,NA,-0.64419,0.15,NA,NA,2.152905,-0.247095
4/25/2024 9:00,135,19.215,19.36,19.37,19.35,20.67,43.2,1.88,1.74,3.14,NA,0.14,1.4,NA,0.009856448,2.51,0.77
4/25/2024 10:00,229.5,19.285,19.31,19.47,19.38,20.63,43.2,1.9,2.8,3.98,NA,-0.9,1.18,NA,0.000449667,2.94,0.14
4/25/2024 11:00,425.2,19.39,19.28,19.625,19.45,20.59,43.2,1.99,1.8,2.58,NA,0.19,0.78,NA,0.005536061,2.285,0.485
4/25/2024 12:00,692.15,19.575,19.275,19.885,19.57,20.57,43.15,2.11,2.27,2.62,NA,-0.16,0.35,NA,0.006441599,2.365,0.095
4/25/2024 13:00,914,19.87,19.3,20.285,19.78,20.56,43.1,2.03,1.93,2.58,NA,0.1,0.65,NA,0.009209399,2.305,0.375
4/25/2024 14:00,1129,20.245,19.35,20.74,20.06,20.575,43.1,2.13741,1.99836,2.8,NA,0.13905,0.80164,NA,0.010437154,2.468705,0.470345
4/25/2024 15:00,1097,20.655,19.44,21.175,20.39,20.615,43,2.26,2.21,2.86,NA,0.05,0.65,NA,0.011901645,2.56,0.35
4/25/2024 16:00,682.4,20.975,19.57,21.43,20.665,20.68,43,2.4055,2.05026,2.86,NA,0.35524,0.80974,NA,0.011928785,2.63275,0.58249
4/25/2024 17:00,316.65,21.19,19.715,21.585,20.87,20.765,43,2.76,2.54,3.04,NA,0.22,0.5,NA,0.0064742,2.9,0.36
4/25/2024 18:00,145,21.31,19.85,21.64,21.005,20.855,43,2.29,2.52,3.48,NA,-0.23,0.96,NA,0.003087844,2.885,0.365
4/25/2024 19:00,8.245,21.345,19.98,21.58,21.065,20.955,43,3.2,2.14,3.97,NA,1.06,1.83,NA,0.000921389,3.585,1.445
4/25/2024 20:00,0,21.26,20.075,21.415,21.045,21.04,43,3.80308,3.42,3.14,NA,0.38308,-0.28,NA,NA,3.47154,0.05154
4/25/2024 21:00,0,21.125,20.14,21.23,20.965,21.12,43,2.06925,2.49,3.23,NA,-0.42075,0.74,NA,0.000715285,2.649625,0.159625
4/25/2024 22:00,0,20.985,20.175,21.08,20.875,21.175,43,2.12,2.59,2.76,NA,-0.47,0.17,NA,0.000324298,2.44,-0.15
4/25/2024 23:00,0,20.865,20.18,20.98,20.795,21.22,43,1.97,2.545,3.09,NA,-0.575,0.545,NA,0.000279947,2.53,-0.015
4/26/2024,0,20.78,20.18,20.9,20.725,21.245,43,1.9131,2.91,2.91,NA,-0.9969,0,NA,0.000839133,2.41155,-0.49845
4/26/2024 1:00,0,20.7,20.165,20.82,20.665,21.255,43,1.87602,2.13,2.69,NA,-0.25398,0.56,NA,NA,2.28301,0.15301
4/26/2024 2:00,0,20.615,20.145,20.735,20.605,21.265,43,2.22076,2.4,2.79,NA,-0.17924,0.39,NA,NA,2.50538,0.10538
4/26/2024 3:00,0,20.535,20.125,20.65,20.54,21.27,43,2.04,3.19,2.91,NA,-1.15,-0.28,NA,NA,2.475,-0.715
4/26/2024 4:00,0,20.45,20.095,20.555,20.47,21.265,43,2.66,1.97,2.78,NA,0.69,0.81,NA,0.000454647,2.72,0.75
4/26/2024 5:00,0,20.37,20.065,20.49,20.405,21.255,43,3.45921,2.1,2.97,NA,1.35921,0.87,NA,0.000470591,3.214605,1.114605
4/26/2024 6:00,2.25,20.325,20.045,20.46,20.36,21.245,43.1,1.89,2.55,2.45,NA,-0.66,-0.1,NA,0.001751283,2.17,-0.38
4/26/2024 7:00,90.35,20.29,20.005,20.44,20.33,21.235,43.1,1.98,2.14,2.73,NA,-0.16,0.59,NA,0.000421438,2.355,0.215
4/26/2024 8:00,376.5,20.285,19.985,20.46,20.32,21.22,43.1,1.87496,2.26,3.13,NA,-0.38504,0.87,NA,0.003893515,2.50248,0.24248
4/26/2024 9:00,503.95,20.365,19.96,20.63,20.355,21.21,43,2.09,2.24,2.75,NA,-0.15,0.51,NA,0.005010554,2.42,0.18
4/26/2024 10:00,951.05,20.555,19.96,20.91,20.49,21.2,43,1.97,2.08,2.73,NA,-0.11,0.65,NA,0.007953181,2.35,0.27
4/26/2024 11:00,1042,20.91,19.99,21.465,20.74,21.205,42.95,2.20982,2.40428,3.27,NA,-0.19446,0.86572,NA,0.012912947,2.73991,0.33563
4/26/2024 12:00,707.3,21.43,20.065,21.97,21.125,21.23,42.9,2.27,2.26,3.01,NA,0.01,0.75,NA,0.006472832,2.64,0.38
4/26/2024 13:00,959,21.77,20.19,22.195,21.395,21.29,42.9,2.22,2.3,2.97,NA,-0.08,0.67,NA,0.009263361,2.595,0.295
4/26/2024 14:00,1167,22.01,20.34,22.445,21.62,21.375,42.9,2.38,2.33,3.14,NA,0.05,0.81,NA,0.014085094,2.76,0.43
4/26/2024 15:00,1120,22.23,20.49,22.65,21.835,21.475,42.8,2.69,2.55,3.09,NA,0.14,0.54,NA,0.011418067,2.89,0.34
4/26/2024 16:00,761.65,22.37,20.63,22.715,21.985,21.575,42.8,2.54,2.95,3.74,NA,-0.41,0.79,NA,0.010658819,3.14,0.19
4/26/2024 17:00,372.1,22.43,20.77,22.735,22.075,21.68,42.8,2.4,2.62,4.09,NA,-0.22,1.47,NA,0.005648817,3.245,0.625
4/26/2024 18:00,144.295,22.44,20.875,22.685,22.115,21.785,42.8,2.43,4.26,3.5,NA,-1.83,-0.76,NA,0.003160445,2.965,-1.295
4/26/2024 19:00,0,22.365,20.965,22.535,22.095,21.87,42.8,2.8,3.98,4.07,NA,-1.18,0.09,NA,0.000535014,3.435,-0.545
4/26/2024 20:00,0,22.215,21.025,22.325,22.01,21.95,42.85,2.89202,3.27414,4.9,NA,-0.38212,1.62586,NA,8.91E-05,3.89601,0.62187
4/26/2024 21:00,0,22.035,21.055,22.115,21.89,22.015,42.9,2.38,3.63,3.31,2.77,-1.25,-0.32,-0.86,NA,2.845,-0.785
4/26/2024 22:00,0,21.865,21.05,21.945,21.765,22.05,42.9,2.31,3.08,3.96,NA,-0.77,0.88,NA,NA,3.135,0.055
4/26/2024 23:00,0,21.735,21.035,21.835,21.66,22.075,42.9,2.29866,2.45223,3.07,NA,-0.15357,0.61777,NA,0.000566597,2.68433,0.2321
4/27/2024,0,21.64,21,21.755,21.58,22.085,42.9,2.63,2.38,3.84,NA,0.25,1.46,NA,0.000248714,3.235,0.855
4/27/2024 1:00,0,21.565,20.97,21.695,21.515,22.085,42.9,2.04301,2.55272,3.12,2.44,-0.50971,0.56728,-0.11272,0.00035828,2.581505,0.028785
4/27/2024 2:00,0,21.495,20.94,21.635,21.465,22.08,42.9,2.4,2.97,4.05,NA,-0.57,1.08,NA,NA,3.225,0.255
4/27/2024 3:00,0,21.435,20.91,21.575,21.41,22.07,42.9,3.13,2.25458,3.31,NA,0.87542,1.05542,NA,NA,3.22,0.96542
4/27/2024 4:00,0,21.385,20.88,21.53,21.365,22.065,42.9,2.34,2.45931,3.25,NA,-0.11931,0.79069,NA,0.000518769,2.795,0.33569
4/27/2024 5:00,0,21.34,20.855,21.485,21.32,22.055,42.9,2.55,2.96,3.41,NA,-0.41,0.45,NA,0.000833064,2.98,0.02
4/27/2024 6:00,32.25,21.295,20.825,21.44,21.28,22.04,42.9,2.31,2.03267,3.01,NA,0.27733,0.97733,NA,0.000895691,2.66,0.62733
4/27/2024 7:00,154.1,21.25,20.805,21.405,21.245,22.03,42.95,2.23,2.48,3.02,NA,-0.25,0.54,NA,0.002567494,2.625,0.145
4/27/2024 8:00,368.2,21.25,20.775,21.44,21.235,22.015,42.9,2.75,2.12,3.36,NA,0.63,1.24,NA,0.005101986,3.055,0.935
4/27/2024 9:00,544.35,21.32,20.76,21.595,21.28,22.005,42.9,2.75,2.18,3.14,NA,0.57,0.96,NA,0.00753701,2.945,0.765
4/27/2024 10:00,960.75,21.505,20.76,21.875,21.41,22,42.9,2.56,3.32,3.17,NA,-0.76,-0.15,NA,0.009191102,2.865,-0.455
4/27/2024 11:00,1008.5,21.845,20.78,22.415,21.65,22.01,42.8,2.33,2.41,3.17,NA,-0.08,0.76,NA,0.008394092,2.75,0.34
4/27/2024 12:00,1100,22.385,20.855,22.9,22.02,22.04,42.7,2.44,2.29,3.18,NA,0.15,0.89,NA,0.006486787,2.81,0.52
