Datetime_hr_CST,PPFD_IN_1_1_1,TS_1_1_1,TS_1_2_1,SWC_1_1_1,SWC_1_2_1,Year,DoY,Hour,DoY_hr,SR1,SR2,SR3,Rh,Ra1,Ra2,Ra3,GPP,SR,Ra
2024/3/10 21:00,0,14.535,14.95,42.3,35.2,2024,70,21,70.875,1.59,1.775,NA,0.997833,0.592167,0.777167,NA,NA,1.6825,0.684667
2024/3/10 22:00,0,14.325,14.945,42.4,35.2,2024,70,22,70.91666667,1.36,1.71,NA,1.06,0.3,0.65,NA,-1.2703,1.535,0.475
2024/3/10 23:00,0,14.09,14.915,42.4,35.2,2024,70,23,70.95833333,1.44,1.6,NA,0.97,0.47,0.63,NA,-0.297275,1.52,0.55
2024/3/11 0:00,0,13.88,14.855,42.4,35.2,2024,71,0,71,1.4,1.69,NA,0.99,0.41,0.7,NA,-1.1038,1.545,0.555
2024/3/11 1:00,0,13.7,14.78,42.4,35.2,2024,71,1,71.04166667,1.44,1.73,NA,1.03,0.41,0.7,NA,-0.088905,1.585,0.555
2024/3/11 2:00,0,13.57,14.7,42.4,35.2,2024,71,2,71.08333333,1.4,1.72,NA,1.01,0.39,0.71,NA,-0.808685,1.56,0.55
2024/3/11 3:00,0,13.46,14.625,42.5,35.2,2024,71,3,71.125,1.49494,1.74,NA,0.935234,0.559706,0.804766,NA,-0.75992,1.61747,0.682236
2024/3/11 4:00,0,13.355,14.54,42.5,35.2,2024,71,4,71.16666667,1.37,1.64,NA,0.93918,0.43082,0.70082,NA,-0.77981,1.505,0.56582
2024/3/11 5:00,0,13.275,14.465,42.5,35.2,2024,71,5,71.20833333,1.43,1.66,NA,0.94,0.49,0.72,NA,-0.8679,1.545,0.605
2024/3/11 6:00,0,13.2,14.4,42.5,35.2,2024,71,6,71.25,1.51,1.69,NA,0.85,0.66,0.84,NA,-0.987335,1.6,0.75
2024/3/11 7:00,48.05,13.105,14.33,42.5,35.2,2024,71,7,71.29166667,1.38,1.62,NA,0.94,0.44,0.68,NA,-0.77146,1.5,0.56
2024/3/11 8:00,152.45,13.055,14.265,42.5,35.2,2024,71,8,71.33333333,1.48,1.65,NA,0.94,0.54,0.71,NA,3.13595,1.565,0.625
2024/3/11 9:00,588.35,13.055,14.2,42.5,35.2,2024,71,9,71.375,1.41,1.69,NA,0.99,0.42,0.7,NA,7.1336,1.55,0.56
2024/3/11 10:00,898.85,13.16,14.155,42.45,35.2,2024,71,10,71.41666667,1.52,1.74,NA,1.03,0.49,0.71,NA,11.84795,1.63,0.6
2024/3/11 11:00,919.65,13.51,14.14,42.4,35.2,2024,71,11,71.45833333,1.61,1.72,NA,1.12,0.49,0.6,NA,12.4515,1.665,0.545
2024/3/11 12:00,1210.5,13.975,14.165,42.3,35.15,2024,71,12,71.5,1.76,2.01,NA,1.31,0.45,0.7,NA,11.1819,1.885,0.575
2024/3/11 13:00,1136.5,14.43,14.25,42.25,35.1,2024,71,13,71.54166667,1.88,2.04,NA,1.35,0.53,0.69,NA,14.661,1.96,0.61
2024/3/11 14:00,998,14.95,14.385,42.2,35.05,2024,71,14,71.58333333,1.88,2.08,NA,1.32,0.56,0.76,NA,14.2215,1.98,0.66
2024/3/11 15:00,745.15,15.365,14.555,42.2,35,2024,71,15,71.625,1.87,2.04,NA,1.5,0.37,0.54,NA,12.787,1.955,0.455
2024/3/11 16:00,464.15,15.645,14.745,42.1,35,2024,71,16,71.66666667,1.95,2.16,NA,1.43,0.52,0.73,NA,11.7245,2.055,0.625
2024/3/11 17:00,236.55,15.82,14.925,42.1,34.9,2024,71,17,71.70833333,1.84,2.18,NA,1.36,0.48,0.82,NA,9.89535,2.01,0.65
2024/3/11 18:00,13.125,15.855,15.085,42.1,34.9,2024,71,18,71.75,1.98386,2.05,NA,1.32,0.66386,0.73,NA,8.1897,2.01693,0.69693
2024/3/11 19:00,0,15.74,15.205,42.2,34.9,2024,71,19,71.79166667,1.6515,1.93,NA,1.23245,0.41905,0.69755,NA,2.24245,1.79075,0.5583
2024/3/11 20:00,0,15.515,15.28,42.2,34.9,2024,71,20,71.83333333,1.69185,1.97,NA,1.14,0.55185,0.83,NA,-1.15651,1.830925,0.690925
2024/3/11 21:00,0,15.25,15.32,42.2,34.9,2024,71,21,71.875,1.66,1.89,NA,1.07064,0.58936,0.81936,NA,-0.7057,1.775,0.70436
2024/3/11 22:00,0,14.97,15.3,42.25,34.9,2024,71,22,71.91666667,1.54,1.91,NA,1.07,0.47,0.84,NA,-0.87228,1.725,0.655
2024/3/11 23:00,0,14.7,15.245,42.3,34.9,2024,71,23,71.95833333,1.66,1.75,NA,1.03701,0.62299,0.71299,NA,-1.38675,1.705,0.66799
2024/3/12 0:00,0,14.44,15.18,42.3,34.9,2024,72,0,72,1.52,1.69,NA,1.03,0.49,0.66,NA,0.319435,1.605,0.575
2024/3/12 1:00,0,14.215,15.095,42.3,34.9,2024,72,1,72.04166667,1.46759,1.83,NA,0.921436,0.546154,0.908564,NA,1.06328,1.648795,0.727359
2024/3/12 2:00,0,14.01,14.995,42.35,34.9,2024,72,2,72.08333333,1.50414,1.64,NA,0.944373,0.559767,0.695627,NA,1.5429,1.57207,0.627697
2024/3/12 3:00,0,13.815,14.895,42.4,34.9,2024,72,3,72.125,1.59,1.61,NA,0.955394,0.634606,0.654606,NA,0.30247,1.6,0.644606
2024/3/12 4:00,0,13.64,14.795,42.4,34.9,2024,72,4,72.16666667,1.33,1.63,NA,0.905597,0.424403,0.724403,NA,-0.433755,1.48,0.574403
2024/3/12 5:00,0,13.455,14.685,42.4,34.9,2024,72,5,72.20833333,1.47,1.59,NA,0.9,0.57,0.69,NA,0.606405,1.53,0.63
2024/3/12 6:00,0.3755,13.285,14.585,42.4,34.9,2024,72,6,72.25,NA,1.54,NA,0.874919,NA,0.665081,NA,-1.2144,1.54,0.665081
2024/3/12 7:00,178,13.12,14.48,42.5,34.9,2024,72,7,72.29166667,1.29,1.59242,NA,NA,NA,NA,NA,NA,1.44121,NA
2024/3/12 8:00,461.75,13.025,14.375,42.5,34.9,2024,72,8,72.33333333,1.45,1.7101,NA,0.916762,0.533238,0.793338,NA,NA,1.58005,0.663288
2024/3/12 9:00,900.5,13.07,14.28,42.4,34.9,2024,72,9,72.375,1.54,1.76,NA,0.93,0.61,0.83,NA,4.6057,1.65,0.72
2024/3/12 10:00,1214.5,13.355,14.215,42.35,34.9,2024,72,10,72.41666667,1.61,1.87,NA,1.09,0.52,0.78,NA,8.9323,1.74,0.65
2024/3/12 11:00,1439,13.965,14.2,42.25,34.9,2024,72,11,72.45833333,1.92,2.12,NA,1.32,0.6,0.8,NA,10.992,2.02,0.7
2024/3/12 12:00,1054.5,14.765,14.28,42.15,34.9,2024,72,12,72.5,1.82,2.16,NA,1.39,0.43,0.77,NA,18.0525,1.99,0.6
2024/3/12 13:00,990,15.41,14.45,42.1,34.85,2024,72,13,72.54166667,1.95,2.25,NA,1.61,0.34,0.64,NA,13.7675,2.1,0.49
2024/3/12 14:00,947.5,16.015,14.675,42,34.75,2024,72,14,72.58333333,2.01,2.24,NA,1.65,0.36,0.59,NA,14.019,2.125,0.475
2024/3/12 15:00,762.5,16.51,14.925,41.95,34.7,2024,72,15,72.625,1.93,2.34,NA,1.6,0.33,0.74,NA,13.546,2.135,0.535
2024/3/12 16:00,401.35,16.885,15.185,41.9,34.7,2024,72,16,72.66666667,2.01,2.44,NA,1.62,0.39,0.82,NA,11.953,2.225,0.605
2024/3/12 17:00,256,17.095,15.435,41.9,34.6,2024,72,17,72.70833333,2.3,2.45,NA,1.63,0.67,0.82,NA,8.38235,2.375,0.745
2024/3/12 18:00,11.24,17.175,15.65,41.9,34.6,2024,72,18,72.75,NA,2.7,NA,NA,NA,NA,NA,7.176,2.7,NA
2024/3/12 19:00,0,17.125,15.82,41.9,34.6,2024,72,19,72.79166667,NA,NA,NA,1.57148,NA,NA,NA,3.93055,NA,NA
2024/3/12 20:00,0,16.965,15.945,42,34.6,2024,72,20,72.83333333,2.2,2.41,NA,NA,NA,NA,NA,3.3318,2.305,NA
2024/3/12 21:00,0,16.775,16.03,42,34.6,2024,72,21,72.875,1.98,2.24,NA,NA,NA,NA,NA,2.61065,2.11,NA
2024/3/12 22:00,0,16.595,16.065,42,34.6,2024,72,22,72.91666667,1.9891,2.28145,NA,1.4927,0.4964,0.78875,NA,0.7849125,2.135275,0.642575
2024/3/12 23:00,0,16.465,16.07,42,34.6,2024,72,23,72.95833333,1.89,2.14,NA,1.36139,0.52861,0.77861,NA,-1.49035,2.015,0.65361
2024/3/13 0:00,0,16.355,16.06,42,34.6,2024,73,0,73,2.02,2.26,NA,1.34,0.68,0.92,NA,0.47455,2.14,0.8
2024/3/13 1:00,0,16.265,16.05,42,34.5,2024,73,1,73.04166667,2.01,2.46,NA,1.3095,0.7005,1.1505,NA,0.075495,2.235,0.9255
2024/3/13 2:00,0,16.175,16.025,42.1,34.5,2024,73,2,73.08333333,2.17257,2.32,NA,1.24426,0.92831,1.07574,NA,1.87735,2.246285,1.002025
2024/3/13 3:00,0,16.075,16.005,42.1,34.5,2024,73,3,73.125,2.21,2.28,NA,1.34115,0.86885,0.93885,NA,2.15225,2.245,0.90385
2024/3/13 4:00,0,16.01,15.98,42.1,34.5,2024,73,4,73.16666667,2.16,2.25,NA,NA,NA,NA,NA,0.19896,2.205,NA
2024/3/13 5:00,0,15.985,15.95,42.1,34.5,2024,73,5,73.20833333,2.01,2.39,NA,1.49,0.52,0.9,NA,-0.4253,2.2,0.71
2024/3/13 6:00,0,15.98,15.93,42.1,34.5,2024,73,6,73.25,2.02904,2.32,NA,1.4,0.62904,0.92,NA,0.5346,2.17452,0.77452
2024/3/13 7:00,51.43,16,15.915,42.1,34.5,2024,73,7,73.29166667,2.14,2.21,NA,1.36,0.78,0.85,NA,-0.1331945,2.175,0.815
2024/3/13 8:00,216.85,16.07,15.905,42.05,34.5,2024,73,8,73.33333333,2.02,2.32,NA,1.31508,0.70492,1.00492,NA,1.8888,2.17,0.85492
2024/3/13 9:00,211.15,16.21,15.915,42,34.5,2024,73,9,73.375,2.11,2.32,NA,1.44,0.67,0.88,NA,1.1977,2.215,0.775
2024/3/13 10:00,559.85,16.435,15.94,42,34.5,2024,73,10,73.41666667,2.17,2.41,NA,1.42,0.75,0.99,NA,8.6102,2.29,0.87
2024/3/13 11:00,1088.5,16.755,15.99,41.9,34.5,2024,73,11,73.45833333,2.21705,2.49,NA,1.74,0.47705,0.75,NA,8.731,2.353525,0.613525
2024/3/13 12:00,907.9,17.24,16.08,41.85,34.45,2024,73,12,73.5,2.43,2.68,NA,2.08,0.35,0.6,NA,14.671,2.555,0.475
2024/3/13 13:00,708.25,17.725,16.22,41.8,34.4,2024,73,13,73.54166667,2.41,2.7,NA,2,0.41,0.7,NA,13.4655,2.555,0.555
2024/3/13 14:00,855.35,18.17,16.39,41.75,34.4,2024,73,14,73.58333333,2.41,2.77,NA,1.87,0.54,0.9,NA,13.757,2.59,0.72
2024/3/13 15:00,776.1,18.54,16.59,41.7,34.35,2024,73,15,73.625,2.5,2.74,NA,1.89,0.61,0.85,NA,14.3225,2.62,0.73
2024/3/13 16:00,559.45,18.825,16.8,41.7,34.3,2024,73,16,73.66666667,2.66,2.96,NA,1.85,0.81,1.11,NA,11.4005,2.81,0.96
2024/3/13 17:00,194.5,19.005,17,41.7,34.3,2024,73,17,73.70833333,NA,3.07,NA,2.17,NA,0.9,NA,9.479,3.07,0.9
2024/3/13 18:00,17.24,19.075,17.18,41.7,34.3,2024,73,18,73.75,2.55611,2.61,NA,1.80072,0.75539,0.80928,NA,3.6071,2.583055,0.782335
2024/3/13 19:00,0,19,17.335,41.7,34.2,2024,73,19,73.79166667,2.54,2.84,NA,1.88,0.66,0.96,NA,2.3482,2.69,0.81
2024/3/13 20:00,0,18.845,17.44,41.7,34.2,2024,73,20,73.83333333,2.09,2.47,NA,1.8,0.29,0.67,NA,-0.4395,2.28,0.48
2024/3/13 21:00,0,18.675,17.505,41.7,34.2,2024,73,21,73.875,2.34,2.43,NA,1.71804,0.62196,0.71196,NA,-2.070675,2.385,0.66696
2024/3/13 22:00,0,18.54,17.535,41.8,34.2,2024,73,22,73.91666667,2.33,2.62,NA,1.98,0.35,0.64,NA,0.70676,2.475,0.495
2024/3/13 23:00,0,18.43,17.54,41.8,34.2,2024,73,23,73.95833333,2.35,2.65,NA,1.44,0.91,1.21,NA,0.1715,2.5,1.06
2024/3/14 0:00,0,18.36,17.545,41.8,34.2,2024,74,0,74,2.23,2.41,NA,1.44,0.79,0.97,NA,-0.035745,2.32,0.88
2024/3/14 1:00,0,18.315,17.54,41.8,34.2,2024,74,1,74.04166667,2.37,2.66,NA,1.41,0.96,1.25,NA,-0.80377,2.515,1.105
2024/3/14 2:00,0,18.305,17.53,41.8,34.2,2024,74,2,74.08333333,2.47,2.54,NA,NA,NA,NA,NA,-1.44815,2.505,NA
2024/3/14 3:00,0,18.295,17.54,41.8,34.2,2024,74,3,74.125,2.18,2.55,NA,1.53783,0.64217,1.01217,NA,-0.921555,2.365,0.82717
2024/3/14 4:00,0,18.315,17.54,41.8,34.2,2024,74,4,74.16666667,2.65,2.68,NA,1.81,0.84,0.87,NA,-1.055,2.665,0.855
2024/3/14 5:00,0,18.345,17.555,41.8,34.2,2024,74,5,74.20833333,2.77,2.88,NA,1.84,0.93,1.04,NA,-0.506882,2.825,0.985
2024/3/14 6:00,0,18.355,17.565,41.8,34.2,2024,74,6,74.25,2.36,2.72571,NA,1.7,0.66,1.02571,NA,0.884195,2.542855,0.842855
2024/3/14 7:00,119.2,18.35,17.58,41.8,34.2,2024,74,7,74.29166667,2.5,2.65,NA,1.58,0.92,1.07,NA,-0.436345,2.575,0.995
2024/3/14 8:00,154.85,18.39,17.595,41.8,34.2,2024,74,8,74.33333333,2.46,2.79,NA,1.74056,0.71944,1.04944,NA,2.2261,2.625,0.88444
2024/3/14 9:00,174.75,18.505,17.615,41.8,34.15,2024,74,9,74.375,2.75,2.89,NA,1.75,1,1.14,NA,3.12325,2.82,1.07
2024/3/14 10:00,769.6,18.655,17.645,41.7,34.1,2024,74,10,74.41666667,2.53,2.89,NA,1.8,0.73,1.09,NA,2.609755,2.71,0.91
2024/3/14 11:00,758.5,18.955,17.7,41.65,34.1,2024,74,11,74.45833333,2.47,2.93,NA,1.89,0.58,1.04,NA,10.358,2.7,0.81
2024/3/14 12:00,1001.5,19.36,17.78,41.6,34.1,2024,74,12,74.5,2.65,2.93,NA,2.09,0.56,0.84,NA,11.2381,2.79,0.7
2024/3/14 13:00,1386,19.785,17.905,41.55,34.1,2024,74,13,74.54166667,2.79,3.04,NA,2.3,0.49,0.74,NA,13.391,2.915,0.615
2024/3/14 14:00,1256.5,20.25,18.06,41.45,34,2024,74,14,74.58333333,2.91,3.02,NA,2.27,0.64,0.75,NA,13.7065,2.965,0.695
2024/3/14 15:00,739.15,20.635,18.26,41.4,34,2024,74,15,74.625,2.7,3,NA,2.18,0.52,0.82,NA,12.29555,2.85,0.67
2024/3/14 16:00,192.65,20.83,18.465,41.4,33.95,2024,74,16,74.66666667,2.72,3.02,NA,2.05,0.67,0.97,NA,11.932,2.87,0.82
2024/3/14 17:00,99.68,20.83,18.66,41.4,33.9,2024,74,17,74.70833333,3.02,3.25,NA,2.07,0.95,1.18,NA,2.93145,3.135,1.065
2024/3/14 18:00,5.995,20.705,18.815,41.4,33.9,2024,74,18,74.75,2.9508,3.29,NA,2.19736,0.75344,1.09264,NA,2.43845,3.1204,0.92304
2024/3/14 19:00,0,20.53,18.91,41.5,33.9,2024,74,19,74.79166667,3.13325,3.28,NA,1.84312,1.29013,1.43688,NA,1.610575,3.206625,1.363505
2024/3/14 20:00,0,20.325,18.96,41.5,33.8,2024,74,20,74.83333333,2.73,3.40154,NA,2.22134,0.50866,1.1802,NA,2.48835,3.06577,0.84443
2024/3/14 21:00,0,20.145,18.98,41.5,33.8,2024,74,21,74.875,2.96,3.15946,NA,2.11064,0.84936,1.04882,NA,1.9092,3.05973,0.94909
2024/3/14 22:00,0,20.015,18.97,41.6,33.8,2024,74,22,74.91666667,2.75,3.3,NA,1.71727,1.03273,1.58273,NA,-1.0962,3.025,1.30773
2024/3/14 23:00,0,19.93,18.95,41.6,33.8,2024,74,23,74.95833333,2.84634,3.19452,NA,1.69094,1.1554,1.50358,NA,-2.34645,3.02043,1.32949
2024/3/15 0:00,0,19.885,18.935,41.6,33.8,2024,75,0,75,2.76,3.07,NA,1.814,0.946,1.256,NA,0.038065,2.915,1.101
2024/3/15 1:00,0,19.855,18.92,41.6,33.8,2024,75,1,75.04166667,3.13071,3.47183,NA,2.15092,0.97979,1.32091,NA,-2.83566,3.30127,1.15035
2024/3/15 2:00,0,19.82,18.91,41.6,33.8,2024,75,2,75.08333333,3.10508,3.32411,NA,2.05228,1.0528,1.27183,NA,1.9089,3.214595,1.162315
2024/3/15 3:00,0,19.79,18.895,41.6,33.8,2024,75,3,75.125,3.16,3.19,NA,2.09,1.07,1.1,NA,-0.86028,3.175,1.085
2024/3/15 4:00,0,19.725,18.895,41.6,33.8,2024,75,4,75.16666667,3.29137,3.72347,NA,1.89206,1.39931,1.83141,NA,-0.18675,3.50742,1.61536
2024/3/15 5:00,0,19.64,18.88,41.6,33.8,2024,75,5,75.20833333,3.14055,3.46,NA,2.13312,1.00743,1.32688,NA,1.65455,3.300275,1.167155
2024/3/15 6:00,0,19.565,18.86,41.6,33.9,2024,75,6,75.25,3.07917,3.36989,NA,2.21251,0.86666,1.15738,NA,0.175015,3.22453,1.01202
2024/3/15 7:00,0,19.555,18.86,42.6,34.95,2024,75,7,75.29166667,1.10775,NA,NA,NA,NA,NA,NA,-1.83674,1.10775,NA
2024/3/15 8:00,52.155,19.545,18.88,42.6,35.2,2024,75,8,75.33333333,1.25,1.97,NA,NA,NA,NA,NA,1.961435,1.61,NA
2024/3/15 9:00,237.9,19.46,18.87,42.45,35.2,2024,75,9,75.375,1.55,1.70052,NA,NA,NA,NA,NA,2.24945,1.62526,NA
2024/3/15 10:00,940.5,19.385,18.845,42.4,35.1,2024,75,10,75.41666667,1.74,1.79,NA,0.65,1.09,1.14,NA,2.254185,1.765,1.115
2024/3/15 11:00,807.85,19.565,18.825,42.3,35.05,2024,75,11,75.45833333,1.75,1.91,NA,0.861824,0.888176,1.048176,NA,11.56675,1.83,0.968176
2024/3/15 12:00,989,19.93,18.835,42.3,35,2024,75,12,75.5,2.04,1.99,NA,1.1,0.94,0.89,NA,13.712,2.015,0.915
2024/3/15 13:00,910.95,20.245,18.89,42.2,35,2024,75,13,75.54166667,2.19,2.12,NA,1.4,0.79,0.72,NA,14.6085,2.155,0.755
2024/3/15 14:00,561.35,20.53,18.985,42.2,35,2024,75,14,75.58333333,2.2,2.27,NA,1.575,0.625,0.695,NA,8.38725,2.235,0.66
2024/3/15 15:00,500.55,20.775,19.105,42.2,35,2024,75,15,75.625,2.11,2.2,NA,1.56,0.55,0.64,NA,6.3723,2.155,0.595
2024/3/15 16:00,356.9,20.805,19.23,42.2,34.9,2024,75,16,75.66666667,2.21,2.15,NA,1.82,0.39,0.33,NA,8.8104,2.18,0.36
2024/3/15 17:00,199.85,20.745,19.325,42.2,34.9,2024,75,17,75.70833333,2.06,2.23,NA,1.85,0.21,0.38,NA,7.2826,2.145,0.295
2024/3/15 18:00,21.375,20.61,19.395,42.2,34.9,2024,75,18,75.75,2.4,2.19,NA,1.82,0.58,0.37,NA,5.0061,2.295,0.475
2024/3/15 19:00,0,20.425,19.43,42.2,34.9,2024,75,19,75.79166667,2.12,2.36,NA,1.70604,0.41396,0.65396,NA,2.7943,2.24,0.53396
2024/3/15 20:00,0,20.185,19.425,42.2,34.8,2024,75,20,75.83333333,2.17,NA,NA,1.71,0.46,NA,NA,0.828795,2.17,0.46
2024/3/15 21:00,0,19.96,19.395,42.2,34.85,2024,75,21,75.875,2,2.32,NA,1.68895,0.31105,0.63105,NA,-0.55997,2.16,0.47105
2024/3/15 22:00,0,19.75,19.35,42.2,34.9,2024,75,22,75.91666667,2.03,2.02909,NA,1.60103,0.42897,0.42806,NA,-0.05156,2.029545,0.428515
2024/3/15 23:00,0,19.575,19.285,42.2,34.85,2024,75,23,75.95833333,1.95,2.18,NA,1.58196,0.36804,0.59804,NA,-2.2059,2.065,0.48304
2024/3/16 0:00,0,19.41,19.21,42.25,34.9,2024,76,0,76,1.98,2.25,NA,1.64725,0.33275,0.60275,NA,1.29785,2.115,0.46775
2024/3/16 1:00,0,19.24,19.13,42.3,34.9,2024,76,1,76.04166667,2.1,2.11,NA,1.58529,0.51471,0.52471,NA,1.33038,2.105,0.51971
2024/3/16 2:00,0,19.075,19.05,42.3,34.9,2024,76,2,76.08333333,1.82798,2.03,NA,1.52183,0.30615,0.50817,NA,0.15878,1.92899,0.40716
2024/3/16 3:00,0,18.95,18.97,42.3,34.9,2024,76,3,76.125,1.8722,2,NA,1.6266,0.2456,0.3734,NA,-4.3602,1.9361,0.3095
2024/3/16 4:00,0,18.835,18.895,42.3,34.9,2024,76,4,76.16666667,2.01,2.17936,NA,1.61,0.4,0.56936,NA,-0.62952,2.09468,0.48468
2024/3/16 5:00,0,18.735,18.815,42.3,34.9,2024,76,5,76.20833333,1.89,1.88,NA,1.51,0.38,0.37,NA,0.857935,1.885,0.375
2024/3/16 6:00,0.375,18.63,18.74,42.3,34.95,2024,76,6,76.25,1.89605,2.14,NA,1.51962,0.37643,0.62038,NA,0.1211,2.018025,0.498405
2024/3/16 7:00,54.41,18.525,18.665,42.3,35,2024,76,7,76.29166667,1.88383,2.08,NA,1.5,0.38383,0.58,NA,-0.81575,1.981915,0.481915
2024/3/16 8:00,153.85,18.445,18.6,42.3,35,2024,76,8,76.33333333,1.88,2,NA,1.51,0.37,0.49,NA,2.4712,1.94,0.43
2024/3/16 9:00,200.4,18.415,18.53,42.3,35,2024,76,9,76.375,1.8,2.1,NA,1.48,0.32,0.62,NA,3.935,1.95,0.47
2024/3/16 10:00,212.35,18.415,18.47,42.3,35,2024,76,10,76.41666667,1.85,2.09,NA,1.56,0.29,0.53,NA,8.14065,1.97,0.41
2024/3/16 11:00,182,18.465,18.425,42.5,35.35,2024,76,11,76.45833333,1.73,1.75,NA,0.93,0.8,0.82,NA,5.50885,1.74,0.81
2024/3/16 12:00,417.65,18.475,18.395,42.45,35.25,2024,76,12,76.5,1.69978,1.87,NA,1.16,0.53978,0.71,NA,4.647,1.78489,0.62489
2024/3/16 13:00,179.35,18.55,18.375,42.4,35.2,2024,76,13,76.54166667,1.82,1.95,NA,1.26,0.56,0.69,NA,11.068,1.885,0.625
2024/3/16 14:00,201.1,18.635,18.37,42.4,35.2,2024,76,14,76.58333333,1.89,1.93,NA,1.39,0.5,0.54,NA,6.45255,1.91,0.52
2024/3/16 15:00,233.8,18.68,18.37,42.4,35.2,2024,76,15,76.625,1.83,1.94,NA,1.48,0.35,0.46,NA,7.1255,1.885,0.405
2024/3/16 16:00,59.65,18.715,18.375,42.4,35.2,2024,76,16,76.66666667,2.02,NA,NA,1.47,0.55,NA,NA,3.06391,2.02,0.55
2024/3/16 17:00,0,18.73,18.38,42.4,35.2,2024,76,17,76.70833333,2.05,1.84,NA,1.45,0.6,0.39,NA,0.49553,1.945,0.495
2024/3/16 18:00,0,18.685,18.39,42.5,35.3,2024,76,18,76.75,1.94,2.01,NA,1.38,0.56,0.63,NA,1.205095,1.975,0.595
2024/3/16 19:00,0,18.61,18.39,42.5,35.25,2024,76,19,76.79166667,1.94,2.11,NA,1.48873,0.45127,0.62127,NA,1.180695,2.025,0.53627
2024/3/16 20:00,0,18.52,18.375,42.5,35.2,2024,76,20,76.83333333,1.83,1.96,NA,NA,NA,NA,NA,0.443225,1.895,NA
2024/3/16 21:00,0,18.435,18.35,42.5,35.2,2024,76,21,76.875,1.8,1.96,NA,1.62216,0.17784,0.33784,NA,0.13854,1.88,0.25784
2024/3/16 22:00,0,18.35,18.32,42.5,35.2,2024,76,22,76.91666667,1.67,1.82,NA,1.6,0.07,0.22,NA,-0.263445,1.745,0.145
2024/3/16 23:00,0,18.265,18.285,42.5,35.2,2024,76,23,76.95833333,1.75,1.95,NA,1.54,0.21,0.41,NA,0.909095,1.85,0.31
2024/3/17 0:00,0,18.18,18.24,42.5,35.2,2024,77,0,77,1.65,1.91,NA,1.51,0.14,0.4,NA,0.324445,1.78,0.27
2024/3/17 1:00,0,18.105,18.19,42.5,35.2,2024,77,1,77.04166667,1.86,1.87,NA,1.49,0.37,0.38,NA,-0.078015,1.865,0.375
2024/3/17 2:00,0,18.035,18.15,42.5,35.2,2024,77,2,77.08333333,1.86,2.09,NA,1.51,0.35,0.58,NA,0.104652,1.975,0.465
2024/3/17 3:00,0,17.975,18.105,42.65,35.3,2024,77,3,77.125,1.74929,1.80158,NA,1.5,0.24929,0.30158,NA,0.13178,1.775435,0.275435
2024/3/17 4:00,0,17.89,18.065,43.15,35.7,2024,77,4,77.16666667,NA,NA,NA,NA,NA,NA,NA,-2.88041,NA,NA
2024/3/17 5:00,0,17.78,18.02,43.25,35.7,2024,77,5,77.20833333,NA,NA,NA,NA,NA,NA,NA,-4.01043,NA,NA
2024/3/17 6:00,0,17.69,17.965,43.3,35.9,2024,77,6,77.25,NA,NA,NA,NA,NA,NA,NA,-0.098418,NA,NA
2024/3/17 7:00,49.55,17.61,17.91,43.3,35.9,2024,77,7,77.29166667,NA,1.09,NA,NA,NA,NA,NA,-2.84135,1.09,NA
2024/3/17 8:00,160.25,17.545,17.855,43.25,35.9,2024,77,8,77.33333333,0.79,1.05,NA,NA,NA,NA,NA,2.5,0.92,NA
2024/3/17 9:00,314.8,17.53,17.8,43.15,35.9,2024,77,9,77.375,0.86,1.14,NA,NA,NA,NA,NA,1.14415,1,NA
2024/3/17 10:00,252.15,17.595,17.76,43.1,35.9,2024,77,10,77.41666667,0.937228,1.2,NA,NA,NA,NA,NA,5.68925,1.068614,NA
2024/3/17 11:00,419.15,17.685,17.73,43,35.9,2024,77,11,77.45833333,0.92,1.27,NA,0.572979,0.347021,0.697021,NA,5.21865,1.095,0.522021
2024/3/17 12:00,401.1,17.795,17.72,43,35.9,2024,77,12,77.5,1.04599,1.25,NA,NA,NA,NA,NA,15.10765,1.147995,NA
2024/3/17 13:00,426.2,17.915,17.725,42.9,35.9,2024,77,13,77.54166667,1.19,1.32,NA,0.585814,0.604186,0.734186,NA,7.4582,1.255,0.669186
2024/3/17 14:00,193.95,18.055,17.75,42.9,35.9,2024,77,14,77.58333333,1.09,1.48,NA,NA,NA,NA,NA,10.1256,1.285,NA
2024/3/17 15:00,377.05,18.12,17.785,42.9,35.9,2024,77,15,77.625,1.11,1.38,NA,NA,NA,NA,NA,7.0129,1.245,NA
2024/3/17 16:00,93.38,18.2,17.82,42.8,35.85,2024,77,16,77.66666667,1.26,1.48,NA,0.699562,0.560438,0.780438,NA,10.56995,1.37,0.670438
2024/3/17 17:00,53.65,18.215,17.86,42.8,35.85,2024,77,17,77.70833333,1.3,1.49,NA,0.69,0.61,0.8,NA,3.5685,1.395,0.705
2024/3/17 18:00,0,18.17,17.885,42.8,35.9,2024,77,18,77.75,1.19,1.51,NA,0.709264,0.480736,0.800736,NA,1.83773,1.35,0.640736
2024/3/17 19:00,0,18.07,17.895,42.8,35.9,2024,77,19,77.79166667,1.26,1.48,NA,0.818423,0.441577,0.661577,NA,0.893805,1.37,0.551577
2024/3/17 20:00,0,17.935,17.89,42.8,35.9,2024,77,20,77.83333333,1.32,1.5,NA,0.82,0.5,0.68,NA,1.774115,1.41,0.59
2024/3/17 21:00,0,17.795,17.87,42.8,35.9,2024,77,21,77.875,1.22,1.576,NA,0.9,0.32,0.676,NA,0.074908,1.398,0.498
