date,PPFD_IN_1_1_1,TS_1_1_1,TS_1_2_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,SWC_1_1_1,SR1,Rh,SR2,SR3,Ra1,Ra2,Ra3,gc
5/24/2022 3:00,0.017,21.23,21.96,21.47,21.74,22.21,23.75,4.55,2.07,NA,NA,2.48,NA,NA,NA
5/24/2022 4:00,0.016,21.26,21.91,21.485,21.705,22.17,23.75,4.69,2.09,NA,NA,2.6,NA,NA,NA
5/24/2022 5:00,7.7875,21.28,21.87,21.505,21.695,22.13,23.7,5.77,2.07,NA,NA,3.7,NA,NA,NA
5/24/2022 6:00,66.195,21.315,21.835,21.53,21.68,22.09,23.7,5.78,2.09,NA,NA,3.69,NA,NA,NA
5/24/2022 7:00,174.8,21.415,21.805,21.625,21.7,22.055,23.7,5.18,2.1,NA,NA,3.08,NA,NA,NA
5/24/2022 8:00,386.7,21.675,21.79,21.86,21.77,22.025,23.7,4.66,2.11,NA,NA,2.55,NA,NA,NA
5/24/2022 9:00,509.95,22.085,21.8,22.25,21.945,22.005,23.7,4.72,2.1,NA,NA,2.62,NA,NA,NA
5/24/2022 10:00,698.65,22.52,21.84,22.665,22.175,21.99,23.7,4.71,2.14,NA,NA,2.57,NA,NA,NA
5/24/2022 11:00,765.1,23.18,21.905,23.255,22.495,21.995,23.6,4.34,2.27,NA,NA,2.07,NA,NA,NA
5/24/2022 12:00,345.3,23.41,22.015,23.49,22.795,22.02,23.6,4.42,2.3,NA,NA,2.12,NA,NA,NA
5/24/2022 13:00,138.25,22.925,22.135,23.07,22.85,22.06,26.5,4.58,2.43,NA,NA,2.15,NA,NA,NA
5/24/2022 14:00,326.35,22.425,22.2,22.615,22.625,22.11,25.55,5.14,2.49,NA,NA,2.65,NA,NA,NA
5/24/2022 15:00,619,22.515,22.2,22.68,22.535,22.145,25,4.29,1.25,NA,NA,3.04,NA,NA,NA
5/24/2022 16:00,788.05,22.67,22.185,22.835,22.58,22.16,24.85,4.96,1.94,NA,NA,3.02,NA,NA,NA
5/24/2022 17:00,389,22.695,22.195,22.875,22.635,22.17,24.7,4.94,2.26,NA,NA,2.68,NA,NA,NA
5/24/2022 18:00,157.75,22.505,22.21,22.7,22.61,22.185,24.7,5.08,2.39,NA,NA,2.69,NA,NA,NA
5/24/2022 19:00,5.987,22.23,22.21,22.44,22.505,22.195,24.65,4.9,2.32,NA,NA,2.58,NA,NA,NA
5/24/2022 20:00,0.016,21.98,22.19,22.205,22.355,22.2,24.6,5.15,2.31,NA,NA,2.84,NA,NA,NA
5/24/2022 21:00,0.013,21.8,22.15,22.03,22.225,22.195,24.6,4.98,2.27,NA,NA,2.71,NA,NA,NA
5/24/2022 22:00,0.0075,21.67,22.095,21.9,22.105,22.185,24.6,5.41,2.18,NA,NA,3.23,NA,NA,NA
5/24/2022 23:00,NA,21.39,22.05,21.535,21.975,22.165,28.45,4.93,2.11,NA,NA,2.82,NA,NA,NA
5/25/2022,0.014,20.355,21.96,20.475,21.36,22.125,32.75,5.68,2.2,NA,NA,3.48,NA,NA,NA
5/25/2022 1:00,0.008,20.02,21.785,20.075,20.88,22.045,32.55,4.46,1.27,NA,NA,3.19,NA,NA,NA
5/25/2022 2:00,0.0085,19.735,21.595,19.765,20.535,21.94,32.7,3.58,0.96,NA,NA,2.62,NA,NA,NA
5/25/2022 3:00,0.0165,19.645,21.42,19.665,20.35,21.82,31.3,3.38,0.99,NA,NA,2.39,NA,NA,NA
5/25/2022 4:00,0.025,19.54,21.28,19.575,20.255,21.705,30.45,3.65,0.79,NA,NA,2.86,NA,NA,NA
5/25/2022 5:00,25.179,19.435,21.165,19.495,20.165,21.61,29.9,4.13,1.18,NA,NA,2.95,NA,NA,NA
5/25/2022 6:00,127.6,19.415,21.065,19.515,20.11,21.52,29.5,3.87,1.48,NA,NA,2.39,NA,NA,NA
5/25/2022 7:00,289.25,19.545,20.98,19.675,20.12,21.45,29.25,3.77,1.51,NA,NA,2.26,NA,NA,NA
5/25/2022 8:00,983.8,20.015,20.91,20.325,20.26,21.38,29.05,3.69,1.56,NA,NA,2.13,NA,NA,NA
5/25/2022 9:00,1178.5,21.565,20.89,22.53,20.995,21.325,28.7,3.71,1.65,NA,NA,2.06,NA,NA,NA
5/25/2022 10:00,1237.5,22.855,20.995,23.325,21.875,21.3,28.45,3.83,1.78,NA,NA,2.05,NA,NA,NA
5/25/2022 11:00,1711.5,23.725,21.195,23.43,22.265,21.325,28.15,3.79,1.91,NA,NA,1.88,NA,NA,NA
5/25/2022 12:00,1417.5,23.72,21.425,23.38,22.48,21.39,28,4.61,1.94,NA,NA,2.67,NA,NA,NA
5/25/2022 13:00,1515.5,23.965,21.615,23.705,22.64,21.47,27.8,3.9,2.1,NA,NA,1.8,NA,NA,NA
5/25/2022 14:00,1403,24.415,21.77,24.32,23.015,21.55,27.65,4.01,2.04,NA,NA,1.97,NA,NA,NA
5/25/2022 15:00,1268,23.835,21.93,23.84,23.165,21.635,27.6,4.06,2.51,NA,NA,1.55,NA,NA,NA
5/25/2022 16:00,972.5,23.09,22.045,23.2,22.965,21.73,27.6,4.04,2.39,NA,NA,1.65,NA,NA,NA
5/25/2022 17:00,526.05,22.595,22.08,22.785,22.715,21.815,27.6,3.94,2.15,NA,NA,1.79,NA,NA,NA
5/25/2022 18:00,174.65,22.145,22.065,22.355,22.485,21.87,27.6,4.01,2.18,NA,NA,1.83,NA,NA,NA
5/25/2022 19:00,7.1845,21.585,22.015,21.83,22.2,21.905,27.6,4.37,2.04,NA,NA,2.33,NA,NA,NA
5/25/2022 20:00,0.008,21.005,21.935,21.27,21.86,21.91,27.6,3.91287,1.9,NA,NA,2.01287,NA,NA,NA
5/25/2022 21:00,0.0135,20.525,21.825,20.81,21.51,21.895,27.6,3.88,1.88,NA,NA,2,NA,NA,NA
5/25/2022 22:00,0.0135,20.16,21.7,20.45,21.21,21.86,27.6,3.67,1.7,NA,NA,1.97,NA,NA,NA
5/25/2022 23:00,0.003,19.875,21.56,20.165,20.945,21.805,27.6,3.83,1.66,NA,NA,2.17,NA,NA,NA
5/26/2022,0.0095,19.64,21.42,19.925,20.715,21.74,27.6,3.59,1.61,NA,NA,1.98,NA,NA,NA
5/26/2022 1:00,0.017,19.415,21.285,19.69,20.51,21.67,27.6,3.39,1.6,NA,NA,1.79,NA,NA,NA
5/26/2022 2:00,0.019,19.18,21.165,19.455,20.31,21.59,27.6,3.77,1.52,NA,NA,2.25,NA,NA,NA
5/26/2022 3:00,0.004,18.92,21.04,19.195,20.1,21.51,27.6,3.46,1.51,NA,NA,1.95,NA,NA,NA
5/26/2022 4:00,0.0425,18.69,20.91,18.97,19.9,21.42,27.6,3.2,1.47,NA,NA,1.73,NA,NA,NA
5/26/2022 5:00,27.8975,18.55,20.785,18.83,19.73,21.335,27.6,3.66,1.42,NA,NA,2.24,NA,NA,NA
5/26/2022 6:00,250.05,18.54,20.66,18.815,19.61,21.25,27.6,3.19,1.4,NA,NA,1.79,NA,NA,NA
5/26/2022 7:00,706.8,18.905,20.555,19.225,19.62,21.16,27.55,3.18,1.41,NA,NA,1.77,NA,NA,NA
5/26/2022 8:00,1052,19.815,20.495,20.405,19.96,21.08,27.45,3.26,1.36,NA,NA,1.9,NA,NA,NA
5/26/2022 9:00,1338.5,22.03,20.51,23.485,21.01,21.02,27.1,3.41,1.47,NA,NA,1.94,NA,NA,NA
5/26/2022 10:00,1730,24.45,20.695,25.065,22.43,21.005,26.85,3.2,1.67,NA,NA,1.53,NA,NA,NA
5/26/2022 11:00,1924.5,25.485,21.055,24.965,23.06,21.055,26.55,3.06897,1.71,NA,NA,1.35897,NA,NA,NA
5/26/2022 12:00,1966.5,25.245,21.445,24.57,23.25,21.17,26.5,3.88,1.86,NA,NA,2.02,NA,NA,0.031566263
5/26/2022 13:00,1752,25.57,21.745,25.14,23.435,21.305,26.25,3.89,1.95,NA,NA,1.94,NA,NA,0.029469679
5/26/2022 14:00,1633,26.575,21.975,26.295,24.06,21.44,26.15,3.5,2.01,NA,NA,1.49,NA,NA,0.027253771
5/26/2022 15:00,1336,25.775,22.245,25.655,24.375,21.58,26.15,3.73,2.52,NA,NA,1.21,NA,NA,0.021933202
5/26/2022 16:00,936,24.895,22.445,24.905,24.165,21.74,26.2,3.71,2.29,NA,NA,1.42,NA,NA,0.014196732
5/26/2022 17:00,533.35,24.35,22.54,24.47,23.925,21.89,26.25,3.67529,2.24,NA,NA,1.43529,NA,NA,0.008364719
5/26/2022 18:00,251.1,23.86,22.57,24.015,23.7,22,26.2,3.72,2.2,NA,NA,1.52,NA,NA,NA
5/26/2022 19:00,NA,23.295,22.56,23.495,23.425,22.08,26.2,3.97,2.15,NA,NA,1.82,NA,NA,NA
5/26/2022 20:00,NA,22.74,22.505,22.97,23.11,22.13,26.3,4.09,2.09,NA,NA,2,NA,NA,NA
5/26/2022 21:00,NA,22.205,22.435,22.46,22.775,22.155,26.3,4.09604,2.08,NA,NA,2.01604,NA,NA,NA
5/26/2022 22:00,NA,21.755,22.33,22.01,22.44,22.155,26.3,4.82,1.85,NA,NA,2.97,NA,NA,NA
5/26/2022 23:00,NA,21.35,22.21,21.62,22.135,22.13,26.3,3.8,1.82,NA,NA,1.98,NA,NA,NA
5/27/2022,NA,21.02,22.085,21.275,21.855,22.09,26.4,3.88,1.72,NA,NA,2.16,NA,NA,NA
5/27/2022 1:00,NA,20.68,21.95,20.945,21.595,22.04,26.4,4.22,1.64,NA,NA,2.58,NA,NA,NA
5/27/2022 2:00,NA,20.34,21.815,20.605,21.335,21.975,26.4,4.06,1.63,NA,NA,2.43,NA,NA,NA
5/27/2022 3:00,NA,19.99,21.685,20.26,21.065,21.91,26.4,3.98,1.6,NA,NA,2.38,NA,NA,NA
5/27/2022 4:00,NA,19.725,21.545,19.99,20.815,21.83,26.4,3.5,1.55,NA,NA,1.95,NA,NA,NA
5/27/2022 5:00,NA,19.47,21.405,19.73,20.59,21.75,26.4,3.46,1.46,NA,NA,2,NA,NA,NA
5/27/2022 6:00,NA,19.305,21.255,19.57,20.39,21.66,26.4,3.58,1.4,NA,NA,2.18,NA,NA,NA
5/27/2022 7:00,NA,19.555,21.13,19.88,20.32,21.575,26.4,3.34,1.4,NA,NA,1.94,NA,NA,NA
5/27/2022 8:00,NA,20.51,21.035,21.13,20.63,21.49,26.25,3.34,1.39,NA,NA,1.95,NA,NA,NA
5/27/2022 9:00,NA,22.71,21.035,24.34,21.705,21.415,26,3.75,1.55,NA,NA,2.2,NA,NA,NA
5/27/2022 10:00,NA,25.04,21.205,25.785,23.135,21.39,25.75,3.61,1.74,NA,NA,1.87,NA,NA,NA
5/27/2022 11:00,NA,26.14,21.555,25.605,23.71,21.44,25.45,3.5,1.82,NA,NA,1.68,NA,NA,NA
5/27/2022 12:00,NA,25.82,21.935,25.135,23.845,21.55,25.4,3.81,1.88,NA,NA,1.93,NA,NA,NA
5/27/2022 13:00,NA,26.165,22.21,25.705,23.98,21.68,25.25,3.86,2.01,NA,NA,1.85,NA,NA,NA
5/27/2022 14:00,NA,27.14,22.425,26.765,24.6,21.8,25.15,3.77,2.01,NA,NA,1.76,NA,NA,NA
5/27/2022 15:00,NA,26.105,22.69,25.965,24.81,21.935,25.2,3.91,2.48,NA,NA,1.43,NA,NA,NA
5/27/2022 16:00,NA,25.14,22.855,25.17,24.54,22.085,25.15,3.97,2.32,NA,NA,1.65,NA,NA,NA
5/27/2022 17:00,NA,24.56,22.915,24.68,24.24,22.215,25.2,3.83566,2.19,NA,NA,1.64566,NA,NA,NA
5/27/2022 18:00,NA,24.025,22.91,24.175,23.975,22.31,25.3,3.72,2.11,NA,NA,1.61,NA,NA,NA
5/27/2022 19:00,NA,23.42,22.875,23.61,23.655,22.37,25.4,3.92,2.14,NA,NA,1.78,NA,NA,NA
5/27/2022 20:00,NA,22.805,22.805,23.025,23.29,22.405,25.4,4.6797,2,NA,NA,2.6797,NA,NA,NA
5/27/2022 21:00,NA,22.26,22.69,22.505,22.925,22.41,25.5,4.44,2.02,NA,NA,2.42,NA,NA,NA
5/27/2022 22:00,NA,21.8,22.565,22.045,22.575,22.39,25.4,4.63,1.87,NA,NA,2.76,NA,NA,NA
5/27/2022 23:00,NA,21.335,22.425,21.605,22.24,22.35,25.55,3.75,1.73,NA,NA,2.02,NA,NA,NA
5/28/2022,NA,20.975,22.27,21.24,21.925,22.295,25.6,4.2,1.7,NA,NA,2.5,NA,NA,NA
5/28/2022 1:00,NA,20.655,22.125,20.915,21.65,22.23,25.65,4.18,1.55,NA,NA,2.63,NA,NA,NA
5/28/2022 2:00,NA,20.305,21.97,20.585,21.375,22.15,25.7,3.61,1.59,NA,NA,2.02,NA,NA,NA
5/28/2022 3:00,NA,19.995,21.815,20.27,21.115,22.07,25.7,3.68,1.54,NA,NA,2.14,NA,NA,NA
5/28/2022 4:00,NA,19.7,21.665,19.96,20.855,21.98,25.7,3.58,1.5,NA,NA,2.08,NA,NA,NA
5/28/2022 5:00,NA,19.49,21.515,19.73,20.62,21.885,25.7,3.45,1.46,NA,NA,1.99,NA,NA,NA
5/28/2022 6:00,NA,19.39,21.37,19.625,20.445,21.795,25.7,3.47,1.42,NA,NA,2.05,NA,NA,NA
5/28/2022 7:00,NA,19.675,21.24,19.955,20.395,21.695,25.7,3.57,1.37,NA,NA,2.2,NA,NA,NA
5/28/2022 8:00,NA,20.615,21.15,21.16,20.715,21.6,25.55,3.98,1.38,NA,NA,2.6,NA,NA,NA
5/28/2022 9:00,NA,22.76,21.145,24.28,21.745,21.53,25.3,3.57,1.48,NA,NA,2.09,NA,NA,NA
5/28/2022 10:00,1731.5,24.905,21.32,25.515,23.08,21.5,25.15,3.61,1.76,NA,NA,1.85,NA,NA,NA
5/28/2022 11:00,1918,25.825,21.655,25.395,23.61,21.55,24.9,3.31,1.76,NA,NA,1.55,NA,NA,0.031042301
5/28/2022 12:00,1956,25.56,22.005,24.96,23.745,21.65,24.85,3.9,1.83,NA,NA,2.07,NA,NA,0.025892574
5/28/2022 13:00,1857.5,26.09,22.26,25.5,23.89,21.76,24.65,3.83,1.92,NA,NA,1.91,NA,NA,0.015885291
5/28/2022 14:00,1630,27.195,22.475,26.58,24.505,21.88,24.55,3.85,2.01,NA,NA,1.84,NA,NA,0.017236775
5/28/2022 15:00,1307.5,26.39,22.74,26.115,24.815,22.005,24.6,3.9,2.53,NA,NA,1.37,NA,NA,0.01895468
5/28/2022 16:00,918.5,25.635,22.935,25.55,24.695,22.145,24.6,3.91,2.36,NA,NA,1.55,NA,NA,0.011572924
5/28/2022 17:00,517.35,25.185,23.03,25.225,24.525,22.28,24.6,4.05,2.16,NA,NA,1.89,NA,NA,0.008046318
5/28/2022 18:00,163.65,24.795,23.065,24.87,24.365,22.39,24.7,4.12,2.34,NA,NA,1.78,NA,NA,0.005028727
5/28/2022 19:00,7.758,24.33,23.075,24.445,24.15,22.465,24.7,4.22,2.21,NA,NA,2.01,NA,NA,0.003993492
5/28/2022 20:00,0.0465,23.865,23.05,24.015,23.895,22.52,24.7,4.38766,2.23,NA,NA,2.15766,NA,NA,0.006099771
5/28/2022 21:00,0.0525,23.495,22.995,23.665,23.65,22.555,24.8,4.75,2.15,NA,NA,2.6,NA,NA,0.001364201
5/28/2022 22:00,0.057,23.215,22.93,23.39,23.425,22.57,24.8,4.96,1.94,NA,NA,3.02,NA,NA,NA
5/28/2022 23:00,0.053,23.015,22.84,23.195,23.24,22.56,24.8,4.35,2.06,NA,NA,2.29,NA,NA,NA
5/29/2022,0.056,22.875,22.77,23.05,23.1,22.545,24.8,4.32174,2.01,NA,NA,2.31174,NA,NA,0.002598618
5/29/2022 1:00,0.0635,22.71,22.695,22.89,22.965,22.52,24.8,4.3,1.95,NA,NA,2.35,NA,NA,NA
5/29/2022 2:00,0.0725,22.635,22.625,22.81,22.855,22.49,24.8,4.97,1.95,NA,NA,3.02,NA,NA,0.069353999
5/29/2022 3:00,0.0565,22.585,22.565,22.75,22.78,22.46,24.8,4.83,1.95,NA,NA,2.88,NA,NA,NA
5/29/2022 4:00,0.0795,22.455,22.515,22.63,22.695,22.43,24.8,4.82,1.93,NA,NA,2.89,NA,NA,NA
5/29/2022 5:00,29.4935,22.345,22.455,22.515,22.605,22.4,24.9,4.55,2.06,NA,NA,2.49,NA,NA,NA
5/29/2022 6:00,192.7,22.32,22.41,22.495,22.53,22.37,24.9,4.31,1.8,NA,NA,2.51,NA,NA,NA
5/29/2022 7:00,443.65,22.595,22.36,22.765,22.56,22.34,24.8,4.88,1.84,NA,NA,3.04,NA,NA,NA
5/29/2022 8:00,893.5,23.13,22.335,23.39,22.755,22.31,24.75,4.52,1.98,NA,NA,2.54,NA,NA,0.149602051
5/29/2022 9:00,1289.5,24.645,22.37,25.75,23.505,22.29,24.6,3.97128,1.95,NA,NA,2.02128,NA,NA,0.100257169
5/29/2022 10:00,1648,26.37,22.52,26.92,24.56,22.305,24.45,3.95035,2.03,NA,NA,1.92035,NA,NA,0.069367239
5/29/2022 11:00,1705,27.355,22.805,26.925,25.065,22.37,24.25,4.01,2.13,NA,NA,1.88,NA,NA,0.03035547
5/29/2022 12:00,1873.5,27.04,23.115,26.565,25.2,22.47,24.15,4.46,2.2,NA,NA,2.26,NA,NA,0.047755138
5/29/2022 13:00,1673.5,27.405,23.335,27.005,25.33,22.59,24.05,4.39,2.35,NA,NA,2.04,NA,NA,0.043571596
5/29/2022 14:00,1479,27.915,23.53,27.63,25.765,22.71,24,4.51,2.37,NA,NA,2.14,NA,NA,0.042630981
5/29/2022 15:00,1284.5,27.22,23.735,27.115,25.915,22.83,24,4.44,2.93,NA,NA,1.51,NA,NA,0.024022073
5/29/2022 16:00,904,26.45,23.87,26.475,25.71,22.96,24,4.39,2.68,NA,NA,1.71,NA,NA,0.02012278
5/29/2022 17:00,523.1,25.98,23.915,26.08,25.47,23.075,24,4.43474,2.51,NA,NA,1.92474,NA,NA,0.013133826
5/29/2022 18:00,168.15,25.56,23.92,25.69,25.255,23.155,24.1,4.49768,2.43,NA,NA,2.06768,NA,NA,0.010685371
5/29/2022 19:00,7.111,25.125,23.89,25.275,25.015,23.21,24.1,4.44803,2.48,NA,NA,1.96803,NA,NA,0.005212488
5/29/2022 20:00,0.042,24.685,23.835,24.855,24.74,23.245,24.1,4.53773,2.42,NA,NA,2.11773,NA,NA,0.007690265
5/29/2022 21:00,0.0435,24.29,23.76,24.485,24.475,23.26,24.1,4.48,2.4,NA,NA,2.08,NA,NA,0.001303179
5/29/2022 22:00,0.064,23.965,23.675,24.165,24.23,23.255,24.1,4.49,2.44,NA,NA,2.05,NA,NA,NA
5/29/2022 23:00,0.064,23.685,23.575,23.9,24,23.235,24.2,4.68,2.19,NA,NA,2.49,NA,NA,NA
5/30/2022,0.0655,23.47,23.475,23.67,23.8,23.2,24.2,4.37,2.09,NA,NA,2.28,NA,NA,NA
5/30/2022 1:00,0.0585,23.32,23.375,23.52,23.63,23.16,24.2,4.54047,2.12,NA,NA,2.42047,NA,NA,NA
5/30/2022 2:00,0.069,23.255,23.28,23.44,23.515,23.115,24.3,4.69,2.08,NA,NA,2.61,NA,NA,NA
5/30/2022 3:00,0.061,23.12,23.2,23.305,23.405,23.07,24.3,4.55,2.08,NA,NA,2.47,NA,NA,0.010609264
5/30/2022 4:00,0.094,22.975,23.13,23.17,23.29,23.02,24.3,4.7,2.01,NA,NA,2.69,NA,NA,NA
5/30/2022 5:00,34.392,22.85,23.055,23.04,23.175,22.975,24.3,5.28,2.1,NA,NA,3.18,NA,NA,0.000103355
5/30/2022 6:00,211.7,22.845,22.98,23.045,23.09,22.93,24.3,5.04,2.14,NA,NA,2.9,NA,NA,0.009790346
5/30/2022 7:00,591.95,23.095,22.92,23.315,23.115,22.885,24.25,4.85185,2.03,NA,NA,2.82185,NA,NA,NA
5/30/2022 8:00,889,23.71,22.885,24.01,23.335,22.845,24.15,4.81981,2.12,NA,NA,2.69981,NA,NA,NA
5/30/2022 9:00,1248.5,24.995,22.92,25.99,23.99,22.815,24.05,4.37,2.12,NA,NA,2.25,NA,NA,0.072456736
5/30/2022 10:00,1601,26.59,23.05,27.09,24.94,22.82,23.85,4.35,2.28,NA,NA,2.07,NA,NA,0.046614878
5/30/2022 11:00,1114,27.31,23.295,26.97,25.38,22.87,23.8,4.21,2.37,NA,NA,1.84,NA,NA,0.045684878
5/30/2022 12:00,1741.5,26.935,23.555,26.695,25.46,22.955,23.75,4.87,2.46,NA,NA,2.41,NA,NA,0.037048845
5/30/2022 13:00,1749.5,27.67,23.74,27.305,25.645,23.055,23.55,4.82,2.48,NA,NA,2.34,NA,NA,0.039599163
5/30/2022 14:00,1545,28.38,23.925,28.025,26.15,23.155,23.45,4.79,2.58,NA,NA,2.21,NA,NA,0.036320101
5/30/2022 15:00,864,27.655,24.125,27.545,26.33,23.27,23.45,4.81,3.15,NA,NA,1.66,NA,NA,0.023410639
5/30/2022 16:00,819.6,26.855,24.27,26.9,26.135,23.39,23.55,4.66,2.86,NA,NA,1.8,NA,NA,0.028684121
5/30/2022 17:00,527.5,26.31,24.33,26.44,25.88,23.495,23.6,4.97,2.73,NA,NA,2.24,NA,NA,0.017841836
5/30/2022 18:00,167.3,25.85,24.315,26.01,25.625,23.575,23.6,4.93289,2.63,NA,NA,2.30289,NA,NA,0.006777142
5/30/2022 19:00,9.4305,25.435,24.28,25.595,25.37,23.62,23.6,4.8,2.65,NA,NA,2.15,NA,NA,0.004613052
5/30/2022 20:00,0.0415,25.015,24.215,25.2,25.105,23.645,23.6,4.79,2.54,NA,NA,2.25,NA,NA,0.002554036
5/30/2022 21:00,0.0645,24.685,24.13,24.89,24.85,23.65,23.65,5.05,2.58,NA,NA,2.47,NA,NA,0.003592628
5/30/2022 22:00,0.0575,24.43,24.04,24.63,24.63,23.635,23.7,4.95,2.25,NA,NA,2.7,NA,NA,NA
5/30/2022 23:00,0.0615,24.22,23.945,24.425,24.445,23.61,23.7,4.73,2.41,NA,NA,2.32,NA,NA,NA
5/31/2022,0.0615,24.085,23.86,24.285,24.295,23.58,23.7,5.68,2.35,NA,NA,3.33,NA,NA,NA
5/31/2022 1:00,0.0565,23.945,23.775,24.15,24.16,23.54,23.7,5.4,2.44,NA,NA,2.96,NA,NA,NA
